Item_Fat_Content,Item_MRP,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
1,99.4726,Baking Goods,0.034481025,14.3,2002,OUT045,Tier 2,,Supermarket Type1
0,128.102,Baking Goods,0.0,18.7,1987,OUT013,Tier 3,High,Supermarket Type1
0,52.7298,Dairy,0.17475803399999998,11.65,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,216.7166,Breads,0.035788152999999996,6.71,2007,OUT017,Tier 2,,Supermarket Type1
0,51.0692,Fruits and Vegetables,0.046445455,8.185,1987,OUT013,Tier 3,High,Supermarket Type1
0,76.1354,Baking Goods,0.06298862599999999,7.445,1998,OUT010,Tier 3,,Grocery Store
0,152.5024,Baking Goods,0.131504228,11.65,1997,OUT046,Tier 1,Small,Supermarket Type1
0,57.293,Health and Hygiene,0.077354192,13.65,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,53.263999999999996,Snack Foods,0.042128684000000007,14.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,162.7236,Soft Drinks,0.114936679,6.135,1987,OUT013,Tier 3,High,Supermarket Type1
1,244.3512,Fruits and Vegetables,0.057174261,11.0,2002,OUT045,Tier 2,,Supermarket Type1
0,154.5314,Meat,0.058080284,17.6,2004,OUT035,Tier 2,Small,Supermarket Type1
1,181.7634,Baking Goods,0.106235129,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,193.9162,Health and Hygiene,0.032428906,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,167.0842,Canned,0.044859477,6.52,2007,OUT017,Tier 2,,Supermarket Type1
1,45.3744,Dairy,0.046173643,8.71,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,183.3266,Fruits and Vegetables,0.015547419,17.5,1987,OUT013,Tier 3,High,Supermarket Type1
0,121.37299999999999,Others,0.0067979780000000005,12.15,2007,OUT017,Tier 2,,Supermarket Type1
0,207.4612,Snack Foods,0.071083489,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,155.4314,Meat,0.058419856,17.6,2007,OUT017,Tier 2,,Supermarket Type1
0,98.241,Household,0.017027667,16.35,2002,OUT045,Tier 2,,Supermarket Type1
0,120.5124,Household,0.05541758,11.1,1998,OUT010,Tier 3,,Grocery Store
0,109.9228,Fruits and Vegetables,0.031256911,9.5,1987,OUT013,Tier 3,High,Supermarket Type1
0,198.21099999999998,Fruits and Vegetables,0.09004154800000001,18.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,73.3354,Baking Goods,0.037785521,7.445,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,151.3366,Meat,0.100537777,,1985,OUT019,Tier 1,Small,Grocery Store
0,117.7466,Fruits and Vegetables,0.041164623,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,259.66200000000003,Snack Foods,0.051467395,9.6,1997,OUT046,Tier 1,Small,Supermarket Type1
1,66.1142,Baking Goods,0.0296204,6.71,2002,OUT045,Tier 2,,Supermarket Type1
0,52.1982,Seafood,0.056077574000000005,12.6,1997,OUT046,Tier 1,Small,Supermarket Type1
1,165.6526,Fruits and Vegetables,0.053514970999999995,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,250.475,Dairy,0.034723727,17.75,1987,OUT013,Tier 3,High,Supermarket Type1
0,113.1544,Snack Foods,0.099167136,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,157.2946,Meat,0.159365721,12.35,2007,OUT017,Tier 2,,Supermarket Type1
1,106.3622,Canned,0.10357934699999999,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,147.5392,Health and Hygiene,0.0,20.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,164.8842,Canned,0.078101381,,1985,OUT019,Tier 1,Small,Grocery Store
0,188.653,Household,0.052583675999999996,12.3,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,247.1802,Dairy,0.058054117,13.8,1987,OUT013,Tier 3,High,Supermarket Type1
1,255.2672,Dairy,0.030921784,20.35,2004,OUT035,Tier 2,Small,Supermarket Type1
1,142.1812,Frozen Foods,0.105358689,14.0,2002,OUT045,Tier 2,,Supermarket Type1
0,115.3834,Hard Drinks,0.034375656,8.26,1987,OUT013,Tier 3,High,Supermarket Type1
1,94.712,Canned,0.026519826,16.85,1997,OUT046,Tier 1,Small,Supermarket Type1
1,171.1764,Baking Goods,0.031534752,12.6,1997,OUT046,Tier 1,Small,Supermarket Type1
0,104.7964,Snack Foods,0.173505976,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,61.4194,Breads,0.048772857999999995,12.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,183.7608,Household,0.015648745,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,194.282,Starchy Foods,0.07630771900000001,6.695,2007,OUT017,Tier 2,,Supermarket Type1
1,112.9518,Snack Foods,0.035706979,15.6,2007,OUT017,Tier 2,,Supermarket Type1
0,37.1506,Health and Hygiene,0.012635456000000002,16.5,2004,OUT035,Tier 2,Small,Supermarket Type1
0,181.6292,Canned,0.102262749,16.7,2002,OUT045,Tier 2,,Supermarket Type1
0,56.393,Health and Hygiene,0.054640876,7.565,1997,OUT046,Tier 1,Small,Supermarket Type1
0,168.15,Fruits and Vegetables,0.0,,1985,OUT019,Tier 1,Small,Grocery Store
1,86.6856,Dairy,0.105827874,11.35,1998,OUT010,Tier 3,,Grocery Store
0,46.4376,Canned,0.138554192,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,141.6812,Meat,0.022552068999999998,6.895,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,105.8622,Snack Foods,0.007568411,20.75,2002,OUT045,Tier 2,,Supermarket Type1
1,37.719,Snack Foods,0.072453062,,1985,OUT019,Tier 1,Small,Grocery Store
0,62.6826,Meat,0.038110748,12.15,2007,OUT017,Tier 2,,Supermarket Type1
0,240.28799999999998,Health and Hygiene,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,150.4024,Soft Drinks,0.061089829000000005,10.8,2004,OUT035,Tier 2,Small,Supermarket Type1
0,110.1228,Fruits and Vegetables,0.031277029,9.5,2004,OUT035,Tier 2,Small,Supermarket Type1
1,166.0526,Frozen Foods,0.037675391,14.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,184.795,Meat,0.042768081,12.15,2002,OUT045,Tier 2,,Supermarket Type1
0,118.7124,Canned,0.05049586599999999,16.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,73.7354,Frozen Foods,0.033549054,8.155,2004,OUT035,Tier 2,Small,Supermarket Type1
0,175.737,Household,0.129928494,8.92,1997,OUT046,Tier 1,Small,Supermarket Type1
1,222.0772,Fruits and Vegetables,0.018881709,20.25,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,42.9796,Frozen Foods,0.084683076,6.4,1987,OUT013,Tier 3,High,Supermarket Type1
1,34.1874,Breads,0.294472634,,1985,OUT019,Tier 1,Small,Grocery Store
0,263.9226,Dairy,0.122631339,,1985,OUT019,Tier 1,Small,Grocery Store
0,188.553,Soft Drinks,0.044253583,5.0,2007,OUT017,Tier 2,,Supermarket Type1
0,209.827,Canned,0.128169935,6.3,2007,OUT017,Tier 2,,Supermarket Type1
1,260.0304,Snack Foods,0.067076811,15.1,1997,OUT046,Tier 1,Small,Supermarket Type1
0,123.37299999999999,Health and Hygiene,0.126281351,5.615,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,260.762,Snack Foods,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,185.8898,Household,0.167232734,20.2,1998,OUT010,Tier 3,,Grocery Store
0,241.5512,Soft Drinks,0.166345741,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,185.1266,Snack Foods,0.117017229,17.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,104.3332,Breads,0.024575567000000003,6.55,2002,OUT045,Tier 2,,Supermarket Type1
1,49.6376,Dairy,0.048281965999999996,10.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,236.2616,Baking Goods,0.06094699,20.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,247.4092,Fruits and Vegetables,0.022094166000000002,12.6,2007,OUT017,Tier 2,,Supermarket Type1
0,50.0324,Meat,0.06936719,12.65,1987,OUT013,Tier 3,High,Supermarket Type1
0,78.7986,Fruits and Vegetables,0.052192414000000006,7.72,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,125.7704,Snack Foods,0.17205066,11.5,2007,OUT017,Tier 2,,Supermarket Type1
1,96.7726,Dairy,0.038115681,6.905,1987,OUT013,Tier 3,High,Supermarket Type1
0,128.9652,Fruits and Vegetables,0.172675804,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,242.3538,Dairy,0.025475101,5.44,2004,OUT035,Tier 2,Small,Supermarket Type1
0,126.7678,Snack Foods,0.136577368,6.405,2002,OUT045,Tier 2,,Supermarket Type1
0,261.7278,Hard Drinks,0.066203569,6.57,2002,OUT045,Tier 2,,Supermarket Type1
0,194.9452,Baking Goods,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,120.14399999999999,Dairy,0.127925684,10.695,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,243.417,Snack Foods,0.059552178,9.6,1998,OUT010,Tier 3,,Grocery Store
0,188.3898,Frozen Foods,0.006033353000000001,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,84.9566,Breads,0.020800301,13.15,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,109.057,Snack Foods,0.026898064,7.31,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,128.8678,Fruits and Vegetables,0.0,6.65,1987,OUT013,Tier 3,High,Supermarket Type1
1,232.83,Breakfast,0.056045843,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,113.5544,Snack Foods,0.09956676800000001,10.0,1987,OUT013,Tier 3,High,Supermarket Type1
0,71.9038,Frozen Foods,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,41.5454,Household,0.024331178999999998,14.0,1997,OUT046,Tier 1,Small,Supermarket Type1
0,41.6138,Fruits and Vegetables,0.049853714,8.325,1998,OUT010,Tier 3,,Grocery Store
0,57.9904,Frozen Foods,0.053404955,10.695,2002,OUT045,Tier 2,,Supermarket Type1
0,208.8296,Dairy,0.159518279,7.405,2002,OUT045,Tier 2,,Supermarket Type1
0,117.3492,Health and Hygiene,0.024421227,9.8,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,116.3492,Hard Drinks,0.034711182,13.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,249.5092,Dairy,0.022547134,20.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,144.6102,Fruits and Vegetables,0.049363153,6.46,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,195.5794,Health and Hygiene,0.0,14.8,2007,OUT017,Tier 2,,Supermarket Type1
0,49.9008,Canned,0.032102094,10.1,1997,OUT046,Tier 1,Small,Supermarket Type1
0,209.627,Household,0.098144795,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,34.919000000000004,Snack Foods,0.041549725,17.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,234.4616,Hard Drinks,0.075387039,8.895,1987,OUT013,Tier 3,High,Supermarket Type1
0,106.2938,Baking Goods,0.032873353,15.5,1997,OUT046,Tier 1,Small,Supermarket Type1
0,146.1102,Household,0.024635077000000002,21.25,1987,OUT013,Tier 3,High,Supermarket Type1
0,150.4392,Household,0.025028092999999998,5.88,2007,OUT017,Tier 2,,Supermarket Type1
1,93.8436,Dairy,0.0,20.7,2004,OUT035,Tier 2,Small,Supermarket Type1
0,74.2038,Frozen Foods,0.014751631999999999,17.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,54.5956,Snack Foods,0.0570359,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,87.5856,Breads,0.225662275,,1985,OUT019,Tier 1,Small,Grocery Store
0,238.2222,Snack Foods,0.028937816,10.8,2004,OUT035,Tier 2,Small,Supermarket Type1
1,239.5538,Dairy,0.157149885,17.75,2002,OUT045,Tier 2,,Supermarket Type1
1,52.3008,Breakfast,0.033045919,10.6,2004,OUT035,Tier 2,Small,Supermarket Type1
1,167.3132,Baking Goods,0.059610971,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,51.964,Canned,0.031394866,14.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,213.7244,Snack Foods,0.094294233,10.5,2007,OUT017,Tier 2,,Supermarket Type1
0,195.3478,Breakfast,0.156283906,,1985,OUT019,Tier 1,Small,Grocery Store
1,249.9408,Meat,0.01517532,9.8,2007,OUT017,Tier 2,,Supermarket Type1
0,248.8776,Household,0.026674614,16.7,2002,OUT045,Tier 2,,Supermarket Type1
1,153.4682,Fruits and Vegetables,0.085749906,,1985,OUT019,Tier 1,Small,Grocery Store
0,192.1846,Hard Drinks,0.043749257,9.3,1987,OUT013,Tier 3,High,Supermarket Type1
0,67.2142,Others,0.073368159,11.15,1997,OUT046,Tier 1,Small,Supermarket Type1
0,64.3168,Frozen Foods,0.013801276999999999,15.35,1987,OUT013,Tier 3,High,Supermarket Type1
0,100.9016,Others,0.047171435,5.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,81.196,Starchy Foods,0.066125732,10.5,1987,OUT013,Tier 3,High,Supermarket Type1
0,171.7422,Snack Foods,0.033366906,12.85,2007,OUT017,Tier 2,,Supermarket Type1
0,148.1418,Snack Foods,0.039003613,18.0,2004,OUT035,Tier 2,Small,Supermarket Type1
0,255.5698,Household,0.06107337400000001,14.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,215.1508,Fruits and Vegetables,0.025092859,10.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,154.563,Health and Hygiene,0.20473381,,1985,OUT019,Tier 1,Small,Grocery Store
0,175.637,Breakfast,0.072808291,8.895,2007,OUT017,Tier 2,,Supermarket Type1
0,174.8712,Fruits and Vegetables,0.093600196,6.425,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,155.7972,Soft Drinks,0.019488044,16.2,2007,OUT017,Tier 2,,Supermarket Type1
0,37.8506,Fruits and Vegetables,0.048857794,20.7,2002,OUT045,Tier 2,,Supermarket Type1
0,167.7816,Snack Foods,0.029985482999999997,17.7,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,50.6666,Frozen Foods,0.0,,1985,OUT019,Tier 1,Small,Grocery Store
1,170.679,Canned,0.027659984,15.7,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,99.1042,Fruits and Vegetables,0.027357885,10.3,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,258.7962,Household,0.011032225,5.21,2002,OUT045,Tier 2,,Supermarket Type1
0,61.0194,Household,0.082772931,13.0,1987,OUT013,Tier 3,High,Supermarket Type1
1,42.1428,Snack Foods,0.023150021,16.85,2004,OUT035,Tier 2,Small,Supermarket Type1
0,245.1802,Household,0.044913852000000004,9.3,2007,OUT017,Tier 2,,Supermarket Type1
0,178.4686,Starchy Foods,0.017891301999999998,18.0,1987,OUT013,Tier 3,High,Supermarket Type1
0,186.3898,Snack Foods,0.04785008599999999,18.6,1987,OUT013,Tier 3,High,Supermarket Type1
0,229.701,Household,0.074407062,17.6,1997,OUT046,Tier 1,Small,Supermarket Type1
1,98.3068,Snack Foods,0.047362068,17.25,2002,OUT045,Tier 2,,Supermarket Type1
1,224.7404,Baking Goods,0.12766202599999998,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,46.606,Frozen Foods,0.16879448800000002,12.85,2002,OUT045,Tier 2,,Supermarket Type1
1,260.8278,Frozen Foods,0.08145081,9.895,1998,OUT010,Tier 3,,Grocery Store
1,102.499,Frozen Foods,0.062955703,12.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,196.1794,Dairy,0.071846495,8.575,1997,OUT046,Tier 1,Small,Supermarket Type1
0,238.6564,Soft Drinks,0.052025392000000004,10.8,1987,OUT013,Tier 3,High,Supermarket Type1
1,195.511,Meat,0.012397813999999998,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,255.0672,Snack Foods,0.14942345,18.7,1998,OUT010,Tier 3,,Grocery Store
1,100.6332,Baking Goods,0.128782548,14.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,31.99,Household,0.03844986,9.105,1987,OUT013,Tier 3,High,Supermarket Type1
0,86.2856,Dairy,0.044749172999999996,19.85,2007,OUT017,Tier 2,,Supermarket Type1
0,195.3478,Household,0.01610767,8.51,2004,OUT035,Tier 2,Small,Supermarket Type1
0,78.7986,Canned,0.152874661,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,177.0344,Household,0.027445643999999998,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,101.3016,Baking Goods,0.047379258,9.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,91.1804,Frozen Foods,0.041708827000000004,17.35,2007,OUT017,Tier 2,,Supermarket Type1
0,247.8434,Frozen Foods,0.19982598699999998,17.0,1998,OUT010,Tier 3,,Grocery Store
1,143.5154,Snack Foods,0.01351745,10.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,64.8168,Health and Hygiene,0.112445562,8.42,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,264.2226,Health and Hygiene,0.059968347000000005,6.825,2002,OUT045,Tier 2,,Supermarket Type1
0,210.92700000000002,Canned,0.127342972,6.3,1987,OUT013,Tier 3,High,Supermarket Type1
0,127.9678,Household,0.0,17.7,1997,OUT046,Tier 1,Small,Supermarket Type1
0,173.2054,Household,0.0,12.6,1997,OUT046,Tier 1,Small,Supermarket Type1
1,181.2318,Dairy,0.106003704,16.1,1998,OUT010,Tier 3,,Grocery Store
1,180.2318,Frozen Foods,0.08394714199999999,20.75,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,127.9678,Household,0.03926078,20.35,2004,OUT035,Tier 2,Small,Supermarket Type1
0,62.551,Snack Foods,0.009573182,13.3,1987,OUT013,Tier 3,High,Supermarket Type1
0,63.751000000000005,Frozen Foods,0.037947917000000005,9.31,2004,OUT035,Tier 2,Small,Supermarket Type1
0,143.0786,Canned,0.155837612,,1985,OUT019,Tier 1,Small,Grocery Store
0,179.56599999999997,Baking Goods,0.032632065,20.85,2007,OUT017,Tier 2,,Supermarket Type1
0,197.5452,Snack Foods,0.121936216,20.85,2007,OUT017,Tier 2,,Supermarket Type1
1,51.4666,Frozen Foods,0.047216172,9.195,2002,OUT045,Tier 2,,Supermarket Type1
0,146.5734,Fruits and Vegetables,0.04931036,18.2,2004,OUT035,Tier 2,Small,Supermarket Type1
0,186.8898,Household,0.100067654,20.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,120.7098,Breads,0.154982791,4.785,1998,OUT010,Tier 3,,Grocery Store
0,212.5218,Snack Foods,0.099503188,,1985,OUT019,Tier 1,Small,Grocery Store
0,141.3812,Baking Goods,0.093384846,14.85,1987,OUT013,Tier 3,High,Supermarket Type1
0,131.0652,Soft Drinks,0.013993247,6.865,1997,OUT046,Tier 1,Small,Supermarket Type1
0,235.75900000000001,Health and Hygiene,0.018901751,17.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,35.4216,Health and Hygiene,0.041702894,12.35,1987,OUT013,Tier 3,High,Supermarket Type1
1,110.8544,Snack Foods,0.018547156999999998,19.35,1987,OUT013,Tier 3,High,Supermarket Type1
1,92.0488,Frozen Foods,0.011370822,6.115,2004,OUT035,Tier 2,Small,Supermarket Type1
0,43.4428,Dairy,0.110134175,8.775,2002,OUT045,Tier 2,,Supermarket Type1
1,48.8692,Frozen Foods,0.0,15.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,98.041,Health and Hygiene,0.143395524,8.645,2004,OUT035,Tier 2,Small,Supermarket Type1
0,173.8422,Household,0.0,19.1,1987,OUT013,Tier 3,High,Supermarket Type1
1,211.7218,Frozen Foods,0.151414173,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,104.0306,Fruits and Vegetables,0.021226502,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,126.9336,Household,0.049139790999999995,18.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,212.7218,Snack Foods,0.07640132200000001,18.25,2007,OUT017,Tier 2,,Supermarket Type1
0,127.9678,Snack Foods,0.135640903,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,190.0214,Health and Hygiene,0.024615619,9.6,2007,OUT017,Tier 2,,Supermarket Type1
0,222.5746,Household,0.014012358,18.35,1987,OUT013,Tier 3,High,Supermarket Type1
1,142.1838,Canned,0.046581881,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,43.6454,Baking Goods,0.120997589,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,151.6682,Canned,0.064190434,14.5,2002,OUT045,Tier 2,,Supermarket Type1
0,119.844,Canned,0.11168121199999999,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,146.9418,Canned,0.025269299999999998,17.2,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,260.4278,Fruits and Vegetables,0.03588139,16.2,1987,OUT013,Tier 3,High,Supermarket Type1
0,84.825,Household,0.10473620800000001,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,138.6838,Canned,0.046999232,17.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,88.7198,Canned,0.019808594,8.1,2002,OUT045,Tier 2,,Supermarket Type1
1,232.53,Canned,0.10199009699999999,4.615,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,104.5964,Household,0.016019956999999998,8.85,1997,OUT046,Tier 1,Small,Supermarket Type1
1,61.3194,Fruits and Vegetables,0.093813181,15.1,1987,OUT013,Tier 3,High,Supermarket Type1
0,126.302,Meat,0.026835691000000002,9.8,2004,OUT035,Tier 2,Small,Supermarket Type1
1,229.1694,Fruits and Vegetables,0.086157502,6.78,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,151.8366,Meat,0.009859703000000001,6.26,1987,OUT013,Tier 3,High,Supermarket Type1
0,120.2124,Household,0.033296219,11.1,2007,OUT017,Tier 2,,Supermarket Type1
1,41.7138,Canned,0.026465376000000002,11.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,197.511,Baking Goods,0.11736124699999999,20.2,1997,OUT046,Tier 1,Small,Supermarket Type1
1,145.1418,Fruits and Vegetables,0.025746866,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,61.2194,Snack Foods,0.020876151000000003,19.85,1997,OUT046,Tier 1,Small,Supermarket Type1
0,35.6216,Health and Hygiene,0.041822272,12.35,2002,OUT045,Tier 2,,Supermarket Type1
0,94.012,Snack Foods,0.160872688,7.365,2007,OUT017,Tier 2,,Supermarket Type1
1,49.8376,Meat,0.171824638,18.6,2002,OUT045,Tier 2,,Supermarket Type1
0,233.0642,Household,0.060406879000000004,9.895,2007,OUT017,Tier 2,,Supermarket Type1
0,165.9526,Dairy,0.011586629,12.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,170.4106,Household,0.047757472999999995,,1985,OUT019,Tier 1,Small,Grocery Store
0,194.3794,Breads,0.087646045,17.85,2002,OUT045,Tier 2,,Supermarket Type1
0,141.947,Others,0.015600318,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,76.267,Soft Drinks,0.0,14.8,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,57.9588,Snack Foods,0.010939298,6.63,1997,OUT046,Tier 1,Small,Supermarket Type1
0,152.6656,Health and Hygiene,0.030255476,10.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,243.9802,Household,0.078196049,,1985,OUT019,Tier 1,Small,Grocery Store
0,86.4856,Dairy,0.044678740999999994,19.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,190.2872,Hard Drinks,0.041661002,18.35,2004,OUT035,Tier 2,Small,Supermarket Type1
0,187.1872,Hard Drinks,0.085091153,9.5,1997,OUT046,Tier 1,Small,Supermarket Type1
1,185.824,Dairy,0.079232324,13.65,2007,OUT017,Tier 2,,Supermarket Type1
1,45.7744,Dairy,0.076971662,8.71,1998,OUT010,Tier 3,,Grocery Store
1,81.796,Canned,0.050274442,10.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,120.5414,Fruits and Vegetables,0.026114507999999998,8.785,2007,OUT017,Tier 2,,Supermarket Type1
1,171.3448,Starchy Foods,0.141721145,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,190.3846,Soft Drinks,0.02357284,16.1,2004,OUT035,Tier 2,Small,Supermarket Type1
0,258.3646,Snack Foods,0.06436407799999999,20.2,1997,OUT046,Tier 1,Small,Supermarket Type1
1,43.0112,Snack Foods,0.066977783,7.645,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,194.71099999999998,Baking Goods,0.081065919,19.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,156.2288,Breads,0.057920575999999994,6.55,1998,OUT010,Tier 3,,Grocery Store
1,174.608,Fruits and Vegetables,0.253947823,,1985,OUT019,Tier 1,Small,Grocery Store
1,251.0092,Breads,0.030326275,8.0,2002,OUT045,Tier 2,,Supermarket Type1
0,157.8288,Baking Goods,0.021327352999999997,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,107.6622,Canned,0.10450736699999999,20.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,176.037,Canned,0.02920962,9.695,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,195.5794,Fruits and Vegetables,0.064675749,10.895,1997,OUT046,Tier 1,Small,Supermarket Type1
0,46.4402,Frozen Foods,0.065763945,13.65,2002,OUT045,Tier 2,,Supermarket Type1
0,189.5188,Soft Drinks,0.037795393999999996,17.85,1987,OUT013,Tier 3,High,Supermarket Type1
1,142.047,Canned,0.026677105,17.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,141.5496,Household,0.055953300000000004,15.1,2002,OUT045,Tier 2,,Supermarket Type1
1,56.0956,Snack Foods,0.06658454700000001,7.71,2004,OUT035,Tier 2,Small,Supermarket Type1
0,49.3692,Soft Drinks,0.14983838300000002,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,113.086,Soft Drinks,0.071068888,4.59,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,125.1362,Hard Drinks,0.038955892,19.7,2007,OUT017,Tier 2,,Supermarket Type1
0,95.9436,Soft Drinks,0.061064307000000005,7.63,1997,OUT046,Tier 1,Small,Supermarket Type1
1,191.382,Snack Foods,0.23886850899999998,,1985,OUT019,Tier 1,Small,Grocery Store
0,52.9298,Fruits and Vegetables,0.10210591,6.13,1987,OUT013,Tier 3,High,Supermarket Type1
1,130.33100000000002,Frozen Foods,0.057816167,8.985,2004,OUT035,Tier 2,Small,Supermarket Type1
0,227.9352,Snack Foods,0.09190597,15.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,121.973,Others,0.0067584640000000005,12.15,2004,OUT035,Tier 2,Small,Supermarket Type1
0,187.3898,Frozen Foods,0.006072138,13.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,94.741,Fruits and Vegetables,0.127308909,12.8,1998,OUT010,Tier 3,,Grocery Store
0,145.7128,Hard Drinks,0.021038512000000002,14.7,2007,OUT017,Tier 2,,Supermarket Type1
0,75.3012,Dairy,0.017770596,13.35,1987,OUT013,Tier 3,High,Supermarket Type1
1,67.8142,Baking Goods,0.029554862,6.71,2004,OUT035,Tier 2,Small,Supermarket Type1
0,44.4086,Baking Goods,0.034422963,20.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,41.1138,Fruits and Vegetables,0.029906169,8.325,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,161.2578,Snack Foods,0.108183728,,1985,OUT027,Tier 3,Medium,Supermarket Type3
