"","Item_Fat_Content","Item_MRP","Item_Type","Item_Visibility","Item_Weight","Outlet_Establishment_Year","Outlet_Identifier","Outlet_Location_Type","Outlet_Size","Outlet_Type"
"9669",0,37.0164,"Hard Drinks",0.019451167,11.65,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9670",1,79.3986,"Breads",0.074369587,10.0472750442052,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9671",1,37.8532,"Meat",0.026710454,13.65,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9672",1,96.8068,"Breads",0.024488439,5.26,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9673",1,162.8236,"Frozen Foods",0,13.0618495871473,1985,"OUT019","Tier 1","Small","Grocery Store"
"9674",1,262.3594,"Breads",0.064123704,14.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9675",0,40.4454,"Frozen Foods",0.044214135,16.2,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9676",0,219.8798,"Meat",0.081593757,12.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9677",0,37.9822,"Frozen Foods",0.107208159,17.25,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9678",1,176.9028,"Meat",0.096663729,20.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9679",1,151.7024,"Canned",0.050491164,9,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9680",0,231.001,"Household",0.074557961,17.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9681",0,186.024,"Soft Drinks",0.019049691,10.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9682",0,83.6592,"Soft Drinks",0.024650932,19.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9683",0,139.018,"Meat",0.016730894,17.5,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9684",0,76.267,"Meat",0.02717463,10.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9685",0,182.4976,"Household",0.059497511,14.6,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9686",0,260.991,"Household",0.118575601,6.235,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9687",0,119.144,"Snack Foods",0.080277707,10.195,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9688",1,162.921,"Frozen Foods",0.074370772,13.1616552236303,1985,"OUT019","Tier 1","Small","Grocery Store"
"9689",0,121.673,"Household",0.03514967,15.35,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9690",0,244.346,"Frozen Foods",0.131070648,12.15,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9691",1,102.4332,"Breakfast",0,7.895,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9692",1,104.3306,"Meat",0.024591047,5.63,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9693",1,122.8046,"Frozen Foods",0.037941512,15.7,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9694",1,142.047,"Canned",0.026719159,17,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9695",1,237.3248,"Meat",0.078455536,15,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9696",1,120.0124,"Meat",0.08486204,12.9971978980161,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9697",1,110.9912,"Frozen Foods",0.049869757,13.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9698",0,93.4462,"Fruits and Vegetables",0.099263089,18.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9699",0,81.6276,"Soft Drinks",0.182618653,13.5569746202887,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9700",0,55.3588,"Household",0.096958614,7.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9701",0,37.7848,"Fruits and Vegetables",0.012217624,6.215,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9702",1,250.6724,"Snack Foods",0.030749596,15.7,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9703",0,187.1872,"Hard Drinks",0.041838623,18.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9704",1,111.157,"Breads",0.044141726,14.8,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9705",1,138.9838,"Fruits and Vegetables",0.171075221,9.395,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9706",0,147.805,"Frozen Foods",0.065912362,17.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9707",1,184.7266,"Frozen Foods",0.092602446,18.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9708",1,152.8682,"Fruits and Vegetables",0,16.25,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9709",0,39.3822,"Snack Foods",0.029714904,16.75,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9710",0,155.9972,"Household",0.019951406,8.02,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9711",1,153.7972,"Snack Foods",0.086916126,10.695,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9712",0,189.0898,"Soft Drinks",0.051758358,5.73,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9713",0,73.3696,"Soft Drinks",0.033431957,16.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9714",0,75.5696,"Household",0.070979549,20.6,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9715",1,242.2538,"Dairy",0.274592283,13.6524823091963,1985,"OUT019","Tier 1","Small","Grocery Store"
"9716",1,126.1678,"Frozen Foods",0.051243144,15.0106866395815,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9717",0,198.4742,"Breads",0.020814797,12.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9718",0,232.6642,"Dairy",0.056520886,12.2102617655692,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9719",1,124.273,"Snack Foods",0.154640734,12.4376166905893,1985,"OUT019","Tier 1","Small","Grocery Store"
"9720",0,120.2414,"Fruits and Vegetables",0.014670454,9.21,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9721",0,47.9692,"Fruits and Vegetables",0.046484138,8.185,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9722",0,48.1718,"Household",0.08029289,9.1,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9723",0,100.3042,"Meat",0.098970494,10.8,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9724",1,146.9418,"Fruits and Vegetables",0,19.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9725",1,154.6314,"Canned",0.084879879,19.2,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9726",0,152.4998,"Dairy",0.062337196,14.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9727",0,89.7146,"Canned",0.015197838,10.3220754706323,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9728",1,214.9218,"Frozen Foods",0.175778605,5.845,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9729",0,107.8596,"Baking Goods",0.119361811,20.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9730",0,154.2998,"Dairy",0.062112285,14.5,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9731",1,264.0252,"Fruits and Vegetables",0.038914743,5.785,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9732",1,45.2402,"Snack Foods",0.134982959,7.63,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9733",0,99.1042,"Dairy",0.023835413,18.75,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9734",1,223.1114,"Snack Foods",0,9.695,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9735",1,163.2868,"Soft Drinks",0.040009212,19.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9736",1,38.9138,"Canned",0.026398984,11.8,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9737",1,154.3656,"Baking Goods",0.037856364,17.75,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9738",1,160.8578,"Snack Foods",0.021092185,9.285,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9739",0,92.9462,"Fruits and Vegetables",0.099109001,18.35,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9740",0,261.7278,"Health and Hygiene",0.104441517,12,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9741",0,84.025,"Dairy",0.05006853,7.02,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9742",0,114.2176,"Household",0.090701591,8.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9743",0,112.086,"Hard Drinks",0.112131275,10.195,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9744",0,42.3138,"Dairy",0.104601689,12.2138024929742,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9745",1,191.482,"Fruits and Vegetables",0.054330154,14.6766521218268,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9746",0,146.7734,"Fruits and Vegetables",0.081164178,7.02,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9747",0,119.8782,"Household",0.034793779,20.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9748",1,129.5994,"Breakfast",0.036275691,15.108509000177,1985,"OUT019","Tier 1","Small","Grocery Store"
"9749",0,185.7924,"Others",0.066861456,15.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9750",1,152.2708,"Dairy",0.008292773,11.15,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9751",1,80.1276,"Meat",0.151379828,20.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9752",0,47.5718,"Household",0.079904068,12.0547242055277,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9753",0,32.39,"Household",0.038295533,11.5314875588946,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9754",0,57.8904,"Frozen Foods",0,10.695,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9755",0,104.5622,"Snack Foods",0.162494861,10.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9756",0,142.747,"Baking Goods",0.102480138,12.7428488996071,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9757",0,86.1198,"Soft Drinks",0.048508058,12.0281839309298,1985,"OUT019","Tier 1","Small","Grocery Store"
"9758",0,133.0284,"Others",0.059432784,12.8377667264847,1985,"OUT019","Tier 1","Small","Grocery Store"
"9759",0,180.766,"Frozen Foods",0.045195307,15.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9760",1,171.5422,"Snack Foods",0.078847814,8.51,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9761",1,170.4422,"Canned",0.028253161,8.63,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9762",0,241.5538,"Dairy",0.042648161,5.44,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9763",0,216.5508,"Soft Drinks",0.020358565,15.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9764",1,90.2488,"Fruits and Vegetables",0.081356869,12.788944439721,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9765",0,187.2214,"Health and Hygiene",0.024472537,9.6,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9766",0,143.8154,"Others",0.081129049,6.095,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9767",0,189.053,"Soft Drinks",0.082704564,7.39,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9768",0,262.091,"Soft Drinks",0.084332638,17.25,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9769",0,177.1712,"Household",0.167643297,17.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9770",0,148.9076,"Frozen Foods",0.08648324,7.3,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9771",1,47.8718,"Frozen Foods",0.097232147,19,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9772",1,227.3352,"Snack Foods",0.015952023,17,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9773",1,155.7314,"Meat",0.033574204,9.3,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9774",0,111.8228,"Household",0.05501583,12.1371215553969,1985,"OUT019","Tier 1","Small","Grocery Store"
"9775",1,212.056,"Meat",0.094641972,6.155,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9776",0,97.2384,"Baking Goods",0.046532678,6.15,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9777",0,80.996,"Baking Goods",0.080719435,14.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9778",1,113.0202,"Meat",0.076107437,17.6,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9779",1,248.2092,"Fruits and Vegetables",0.022014451,12.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9780",1,213.0902,"Canned",0.308258994,13.65,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9781",1,154.6972,"Snack Foods",0.086708987,10.695,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9782",0,249.4408,"Snack Foods",0.010068952,7.905,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9783",0,182.4608,"Health and Hygiene",0.093573569,13.1562285822511,1985,"OUT019","Tier 1","Small","Grocery Store"
"9784",0,181.7318,"Snack Foods",0.035256945,19.2,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9785",0,164.9526,"Health and Hygiene",0.048116258,5.4,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9786",0,190.7162,"Frozen Foods",0.021950037,12.3,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9787",0,87.6172,"Fruits and Vegetables",0.043053682,9.3,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9788",0,38.4164,"Fruits and Vegetables",0.041564073,10.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9789",0,109.9228,"Fruits and Vegetables",0.087947879,12.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9790",0,234.93,"Health and Hygiene",0.113780055,21.25,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9791",1,116.5834,"Canned",0.171246685,11.8,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9792",1,209.5296,"Baking Goods",0.038852056,11.1908011967758,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9793",0,36.7506,"Hard Drinks",0.072139167,8.365,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9794",1,168.5448,"Starchy Foods",0.249342884,11.4132577700565,1985,"OUT019","Tier 1","Small","Grocery Store"
"9795",0,106.228,"Health and Hygiene",0.052031075,18.75,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9796",1,87.3856,"Snack Foods",0.037921193,13.15,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9797",0,109.3912,"Household",0.047404371,6.13,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9798",1,179.666,"Frozen Foods",0,19.75,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9799",0,247.846,"Household",0.058650124,14.087809777497,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9800",0,174.6712,"Fruits and Vegetables",0.093377128,6.425,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9801",1,177.5028,"Snack Foods",0.115581112,8.31,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9802",1,102.299,"Canned",0,16.5,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9803",0,59.022,"Snack Foods",0.112097216,10.395,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9804",1,118.9124,"Meat",0.085204025,13.85,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9805",0,116.1176,"Baking Goods",0.030012644,12.1037265360127,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9806",1,182.7608,"Meat",0.0470198,5.305,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9807",1,221.9456,"Baking Goods",0.04492594,15,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9808",1,185.5898,"Starchy Foods",0.048449768,12.5949930762155,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9809",0,36.9532,"Hard Drinks",0.069907412,9.62367249418318,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9810",1,214.0902,"Canned",0.184132888,13.65,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9811",0,54.6272,"Fruits and Vegetables",0.040123315,10.65,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9812",0,62.1878,"Hard Drinks",0.046575743,10.1,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9813",0,93.6778,"Fruits and Vegetables",0.023452939,20.6,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9814",1,173.2422,"Baking Goods",0.024896589,10.3,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9815",0,112.5228,"Household",0.031416038,6.26,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9816",0,109.2228,"Snack Foods",0.06912372,7.485,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9817",0,155.7288,"Dairy",0.177820954,18.1,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9818",0,37.8506,"Fruits and Vegetables",0.061900923,13.0087303314182,1985,"OUT019","Tier 1","Small","Grocery Store"
"9819",0,88.8172,"Dairy",0,5.8,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9820",0,119.1124,"Baking Goods",0.021255857,13.3,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9821",0,48.8034,"Fruits and Vegetables",0.071948252,13.6054272834513,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9822",1,40.848,"Snack Foods",0.007175526,15.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9823",1,101.999,"Frozen Foods",0.06239666,13.0053086192971,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9824",0,45.5744,"Snack Foods",0.058112049,13.5282024035705,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9825",0,179.3686,"Canned",0.02970149,11.6,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9826",1,260.2304,"Snack Foods",0.027498277,9.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9827",0,114.186,"Soft Drinks",0.071180921,4.59,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9828",0,97.2094,"Fruits and Vegetables",0.077679213,21.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9829",1,183.895,"Baking Goods",0.073685833,7.52,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9830",0,57.8562,"Household",0.160632642,15.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9831",1,59.6536,"Fruits and Vegetables",0.018914599,15.7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9832",1,230.8352,"Snack Foods",0.01596229,17,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9833",0,112.2518,"Snack Foods",0.089322461,14.75,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9834",1,38.448,"Canned",0.134595967,8.1,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9835",1,243.0196,"Baking Goods",0,18.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9836",0,166.3842,"Household",0.03879778,17.1,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9837",1,213.7218,"Frozen Foods",0,11.449917162981,1985,"OUT019","Tier 1","Small","Grocery Store"
"9838",1,165.0868,"Baking Goods",0.041772386,5.26,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9839",1,184.924,"Baking Goods",0.065886059,6.035,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9840",1,87.9856,"Canned",0.027666863,17.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9841",0,36.2506,"Health and Hygiene",0.079416624,12.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9842",0,183.5266,"Fruits and Vegetables",0.044504129,16.85,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9843",1,170.779,"Snack Foods",0.085915295,11.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9844",0,171.9106,"Dairy",0.060888099,16.75,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9845",1,112.8518,"Snack Foods",0.07707176,19.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9846",0,95.3436,"Baking Goods",0.043306047,7.75,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9847",0,211.7902,"Snack Foods",0.034081551,19.75,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9848",1,114.4176,"Frozen Foods",0.05215787,14.2780735769252,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9849",1,172.808,"Fruits and Vegetables",0,7.59,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9850",0,44.2428,"Dairy",0.110532975,8.775,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9851",1,233.93,"Dairy",0.119176431,13.6,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9852",0,151.834,"Canned",0.027038245,10.9490663819749,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9853",0,93.2804,"Baking Goods",0.108714206,13.35,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9854",0,230.701,"Baking Goods",0.03538128,12.65,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9855",0,172.9396,"Household",0.027124299,6.635,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9856",1,152.3366,"Frozen Foods",0.095344543,13.0809935333073,1985,"OUT019","Tier 1","Small","Grocery Store"
"9857",0,248.8776,"Frozen Foods",0.08318261,5.155,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9858",0,192.8478,"Snack Foods",0.049405001,21,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9859",0,40.8112,"Household",0.006803416,12.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9860",0,121.4414,"Fruits and Vegetables",0.026073405,8.785,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9861",1,173.6054,"Fruits and Vegetables",0.103939618,15.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9862",0,181.466,"Baking Goods",0.078231229,19.7,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9863",0,91.583,"Frozen Foods",0.087966875,10.5,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9864",1,35.5874,"Snack Foods",0.124214471,6.385,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9865",1,88.0198,"Canned",0.019880322,8.1,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9866",1,217.8508,"Fruits and Vegetables",0.041829904,10.5,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9867",0,141.8128,"Soft Drinks",0.065538317,8.67,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9868",0,152.5682,"Meat",0.046729336,17.85,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9869",0,186.0266,"Fruits and Vegetables",0,13.7436305904635,1985,"OUT019","Tier 1","Small","Grocery Store"
"9870",0,74.138,"Hard Drinks",0.058150483,11.4067917970575,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9871",0,147.476,"Health and Hygiene",0.025517058,7.685,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9872",1,183.7292,"Breakfast",0,13.6458886395035,1985,"OUT019","Tier 1","Small","Grocery Store"
"9873",0,156.9288,"Dairy",0.050167414,7.285,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9874",0,227.2352,"Dairy",0.102015088,12.6197967324751,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9875",0,192.7846,"Fruits and Vegetables",0.110651177,11.1,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9876",0,253.8698,"Household",0.094352624,19.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9877",1,81.396,"Fruits and Vegetables",0.029027743,6.76,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9878",1,101.2042,"Meat",0.020494302,12,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9879",1,159.7578,"Snack Foods",0.021125435,9.285,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9880",0,48.9034,"Health and Hygiene",0.009830622,12.4874724755839,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9881",0,197.7768,"Canned",0,4.905,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9882",0,222.6456,"Household",0.058559885,18.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9883",0,156.163,"Health and Hygiene",0.117169698,10.3,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9884",0,264.0884,"Dairy",0.005256469,19.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9885",0,157.1604,"Health and Hygiene",0.025860761,18,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9886",0,54.993,"Health and Hygiene",0.054949947,7.565,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"9887",0,158.8578,"Fruits and Vegetables",0.054457963,12.3597831831158,1985,"OUT019","Tier 1","Small","Grocery Store"
"9888",1,85.8856,"Frozen Foods",0.098790484,13.6914781232083,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9889",1,157.6972,"Canned",0.032289868,8.115,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9890",0,207.4612,"Snack Foods",0.071429389,8.8,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9891",1,228.3352,"Meat",0.036876003,10.395,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9892",0,197.7084,"Soft Drinks",0.201643565,11.2031408107565,1985,"OUT019","Tier 1","Small","Grocery Store"
"9893",0,248.3092,"Canned",0.079978878,7.725,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9894",0,183.0292,"Frozen Foods",0.066783292,9.3,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"9895",1,188.4556,"Breads",0.029347924,5.94,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9896",0,160.1578,"Fruits and Vegetables",0,6.055,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9897",1,155.6656,"Frozen Foods",0,14,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9898",0,252.6698,"Frozen Foods",0.018447852,12.15,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"9899",0,261.7278,"Health and Hygiene",0.103725396,12.7270148995233,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"9900",0,65.2142,"Others",0.073307104,11.15,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9901",1,195.8768,"Fruits and Vegetables",0.168661356,15.5,1998,"OUT010","Tier 3","Medium","Grocery Store"
"9902",0,125.2678,"Household",0.051018257,17.7,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9903",1,116.8124,"Meat",0.085258864,13.85,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9904",0,84.7566,"Dairy",0.057489563,18.7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9905",0,253.3356,"Fruits and Vegetables",0.034446714,16.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9906",0,120.6098,"Frozen Foods",0.071198613,10.5,1987,"OUT013","Tier 3","High","Supermarket Type1"
"9907",0,249.2092,"Canned",0.047857249,7.725,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"9908",0,220.4482,"Snack Foods",0.135116764,11.1,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"9909",0,51.9666,"Others",0.047357161,11.9517109428127,1985,"OUT019","Tier 1","Small","Grocery Store"
"9910",1,123.2072,"Baking Goods",0.054056872,14.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"9911",1,198.7426,"Canned",0.083854075,13,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
