Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
0,256,93.9094,,4,0.119778027,8.695,5,7,1,,1
0,1058,230.101,,3,0.017456177,7.51,4,9,0,Medium,1
1,235,233.63,,0,0.119661905,13.6,8,3,2,Medium,2
0,482,261.0278,,10,0.110586928,6.57,3,0,2,,0
0,1466,221.6772,,3,0.17626915199999998,19.85,4,9,0,Medium,1
0,881,245.2802,,4,0.04466123,9.3,2,8,0,Small,1
0,923,211.2586,,3,0.038556467999999997,19.1,6,6,1,Small,1
0,279,147.2076,,6,0.034037991000000004,6.48,8,3,2,Medium,2
0,1272,223.3088,,6,0.11800448699999999,19.35,1,1,2,High,1
0,1043,56.0956,,6,0.095930954,15.85,3,0,2,,0
1,931,228.9694,,3,0.085791732,6.78,6,6,1,Small,1
0,1140,220.8114,,5,0.115523835,12.1,7,2,1,,1
1,645,144.8444,,12,0.07593486099999999,6.575,7,2,1,,1
0,216,43.2112,,4,0.020483751,15.85,6,6,1,Small,1
0,1275,94.1436,,3,0.116248965,8.615,2,8,0,Small,1
0,1288,207.0612,,6,0.096604361,12.6,8,3,2,Medium,2
1,412,132.9284,,6,0.0,15.15,1,1,2,High,1
0,1506,154.0998,,1,0.02470108,,0,5,2,Medium,3
1,253,149.1366,,2,0.009867915,6.26,2,8,0,Small,1
0,1349,98.4042,,7,0.125431986,6.325,5,7,1,,1
0,841,95.141,,0,0.08753025199999999,16.25,8,3,2,Medium,2
1,1294,168.4158,,6,0.033826055,,0,5,2,Medium,3
1,1539,120.4098,,5,0.10954449,6.195,4,9,0,Medium,1
0,655,112.0202,,14,0.04742967,12.65,8,3,2,Medium,2
1,601,248.4092,,0,0.022512132999999997,20.25,2,8,0,Small,1
0,1118,245.046,,4,0.058924378,20.25,6,6,1,Small,1
0,623,238.0564,,6,0.038586582,13.35,4,9,0,Medium,1
0,1124,239.4538,,0,0.025356532,,0,5,2,Medium,3
0,1498,36.9874,,0,0.024243799,12.6,5,7,1,,1
0,513,87.7172,,13,0.142594879,20.5,7,2,1,,1
0,447,39.9506,,3,0.035354361,8.3,2,8,0,Small,1
0,1526,262.9884,,9,0.069545461,9.0,2,8,0,Small,1
0,1457,176.6028,,0,0.038001328,6.03,3,0,2,,0
0,505,73.2354,,5,0.037625107000000005,7.445,6,6,1,Small,1
0,621,149.5076,,7,0.026033836,15.1,4,9,0,Medium,1
1,15,57.0614,,8,0.069075897,9.0,6,6,1,Small,1
1,832,164.5868,,1,0.039928237000000005,19.35,2,8,0,Small,1
0,1348,172.5396,,4,0.027111488,6.635,4,9,0,Medium,1
1,1048,183.6924,,13,0.135369952,17.7,5,7,1,,1
1,743,154.3682,,8,0.063424403,20.75,4,9,0,Medium,1
1,890,84.6908,,12,0.05661623599999999,9.8,8,3,2,Medium,2
0,51,194.5794,,3,0.11323888800000001,,0,4,0,Small,0
1,1039,154.3972,,11,0.03234077,8.115,7,2,1,,1
0,1146,124.17299999999999,,0,0.0,14.3,3,0,2,,0
1,537,210.4902,,11,0.183275872,,0,5,2,Medium,3
0,399,139.9838,,9,0.044899912,15.0,6,6,1,Small,1
0,405,118.8098,,7,0.07229836,5.765,2,8,0,Small,1
1,895,80.6276,,3,0.071666638,,0,4,0,Small,0
0,79,185.8556,,6,0.045038920999999996,16.75,6,6,1,Small,1
0,291,126.5994,,9,0.033942792,,0,4,0,Small,0
0,997,86.0224,,9,0.151817729,,0,5,2,Medium,3
0,349,190.5504,,4,0.089120941,18.35,4,9,0,Medium,1
1,743,153.2682,,8,0.063454375,20.75,5,7,1,,1
0,901,156.9288,,5,0.021474597,20.7,5,7,1,,1
1,1401,208.7638,,11,0.014556069,,0,5,2,Medium,3
1,1277,44.7744,,2,0.061084423,15.85,6,6,1,Small,1
1,339,213.5218,,7,0.152150971,7.47,2,8,0,Small,1
1,787,170.8132,,6,0.045950668,15.6,8,3,2,Medium,2
1,824,148.5418,,11,0.02521782,17.2,5,7,1,,1
1,825,140.7812,,7,0.184096112,,0,4,0,Small,0
1,1277,43.4744,,2,0.06144156,15.85,7,2,1,,1
1,771,152.1366,,7,0.054191792,,0,5,2,Medium,3
0,916,167.4816,,6,0.085954716,9.0,2,8,0,Small,1
1,1401,207.9638,,11,0.014614728,13.35,1,1,2,High,1
1,544,223.3114,,6,0.030284659,9.695,6,6,1,Small,1
1,327,109.2596,,2,0.07768258900000001,,0,5,2,Medium,3
0,177,181.9976,,4,0.01567399,17.6,1,1,2,High,1
0,1065,229.9694,,10,0.064052266,7.905,6,6,1,Small,1
0,1388,178.0686,,13,0.017819491,,0,5,2,Medium,3
0,702,107.4912,,3,0.117486329,16.7,3,0,2,,0
1,1528,190.0872,,6,0.025740842000000003,7.42,2,8,0,Small,1
0,1384,218.8482,,6,0.135142318,11.1,2,8,0,Small,1
1,374,254.7672,,0,0.054150290999999996,,0,4,0,Small,0
0,414,85.5224,,7,0.22330909100000002,,0,4,0,Small,0
0,1454,230.601,,4,0.03653732,6.86,2,8,0,Small,1
0,238,42.5454,,7,0.056406081,17.6,5,7,1,,1
1,1350,150.4734,,2,0.055338105,15.35,8,3,2,Medium,2
0,1554,59.1904,,7,0.053513977000000004,10.695,8,3,2,Medium,2
0,440,193.9478,,8,0.08939944400000001,20.75,4,9,0,Medium,1
0,1388,178.2686,,13,0.017902816999999998,18.0,6,6,1,Small,1
1,266,88.9856,,11,0.027605646,17.35,6,6,1,Small,1
0,1404,211.856,,6,0.01123525,17.85,2,8,0,Small,1
0,836,113.1518,,6,0.08924812900000001,14.75,1,1,2,High,1
0,723,161.9236,,6,0.077290355,18.6,7,2,1,,1
0,1476,192.4162,,4,0.050096660999999994,,0,5,2,Medium,3
1,1401,207.2638,,11,0.014624135,13.35,6,6,1,Small,1
1,795,107.7254,,3,0.04275079,,0,5,2,Medium,3
0,1336,132.8942,,9,0.020978072,11.5,2,8,0,Small,1
0,1368,37.0874,,9,0.030402657000000003,5.175,4,9,0,Medium,1
0,911,74.8038,,7,0.024591033999999998,17.35,3,0,2,,0
0,1285,233.0616,,5,0.061043068,20.35,7,2,1,,1
0,306,182.7976,,4,0.025827577999999997,,0,5,2,Medium,3
0,49,141.0154,,7,0.160261305,10.195,5,7,1,,1
0,310,183.3608,,4,0.0,19.5,2,8,0,Small,1
1,807,181.36599999999999,,6,0.04035886,5.785,2,8,0,Small,1
1,753,172.7422,,5,0.058849939000000004,11.65,5,7,1,,1
0,944,117.6124,,6,0.046085420999999994,11.5,1,1,2,High,1
0,670,93.61200000000001,,6,0.160619486,7.365,8,3,2,Medium,2
0,715,111.5228,,0,0.074743226,20.1,4,9,0,Medium,1
0,31,254.3672,,6,0.0894533,18.7,5,7,1,,1
0,1487,194.8452,,5,0.0,15.75,5,7,1,,1
0,1087,110.4254,,7,0.05494116,7.905,1,1,2,High,1
1,1358,80.796,,3,0.02904146,6.76,5,7,1,,1
0,914,154.863,,6,0.10483596699999999,16.75,6,6,1,Small,1
0,1280,125.7704,,6,0.17134893399999998,11.5,4,9,0,Medium,1
1,1499,91.0488,,7,0.011390653999999998,6.115,4,9,0,Medium,1
0,1425,169.4106,,4,0.079739853,12.1,1,1,2,High,1
0,641,162.7526,,8,0.061059672,7.865,2,8,0,Small,1
1,638,179.766,,6,0.148643089,,0,5,2,Medium,3
0,1266,133.5942,,11,0.123186843,15.7,7,2,1,,1
0,1180,144.0102,,4,0.024655594,21.25,2,8,0,Small,1
0,1073,123.8704,,6,0.037746432,15.6,4,9,0,Medium,1
0,353,52.2666,,14,0.027025266000000003,10.895,1,1,2,High,1
0,43,179.0002,,0,0.053773114000000004,6.42,7,2,1,,1
1,1441,192.482,,6,0.228353164,6.89,3,0,2,,0
0,278,115.3834,,6,0.093671176,7.07,2,8,0,Small,1
0,440,192.0478,,8,0.08944169,20.75,5,7,1,,1
0,1222,213.4534,,7,0.137270472,9.0,3,0,2,,0
0,228,40.2796,,7,0.084753606,6.4,2,8,0,Small,1
0,568,189.2556,,4,0.0,,0,5,2,Medium,3
1,672,187.6582,,15,0.021469174,,0,5,2,Medium,3
0,511,140.6154,,4,0.013150445,8.18,4,9,0,Medium,1
1,1044,60.2194,,3,0.159062948,17.25,1,1,2,High,1
0,923,209.6586,,3,0.038623716,19.1,4,9,0,Medium,1
0,262,49.1034,,5,0.0,7.09,8,3,2,Medium,2
1,1446,191.8478,,3,0.111865695,,0,5,2,Medium,3
1,559,130.9968,,3,0.060065869,7.17,7,2,1,,1
0,1553,167.3842,,9,0.042993634,5.485,7,2,1,,1
0,1093,224.8746,,13,0.097599775,20.85,6,6,1,Small,1
0,1114,149.7734,,3,0.135852194,7.02,3,0,2,,0
0,507,110.5886,,7,0.167504237,19.2,3,0,2,,0
0,75,105.3622,,7,0.112379351,19.0,8,3,2,Medium,2
0,1101,152.734,,14,0.023138823,20.5,6,6,1,Small,1
0,1020,168.05,,3,0.0,5.655,4,9,0,Medium,1
1,989,227.801,,7,0.070801636,18.7,4,9,0,Medium,1
0,104,41.4138,,1,0.036016611000000004,14.15,5,7,1,,1
0,600,165.3842,,11,0.04457004,6.52,1,1,2,High,1
0,1142,145.2444,,1,0.029775731,12.1,6,6,1,Small,1
0,414,84.9224,,7,0.213478694,14.3,3,0,2,,0
0,1273,120.0124,,7,0.123849384,,0,5,2,Medium,3
0,759,118.5808,,3,0.038886823,8.185,8,3,2,Medium,2
1,1086,225.7088,,12,0.055512274,7.05,1,1,2,High,1
1,1436,224.8088,,3,0.05707763,17.2,4,9,0,Medium,1
0,331,194.0162,,9,0.030495077000000002,18.35,2,8,0,Small,1
1,1217,99.8384,,5,0.0,,0,5,2,Medium,3
1,1485,188.1898,,13,0.048960915,9.5,7,2,1,,1
0,403,110.0228,,4,0.031485703999999996,6.26,5,7,1,,1
0,1430,127.7362,,9,0.071662195,15.0,8,3,2,Medium,2
1,1235,58.0562,,0,0.067815921,13.5,1,1,2,High,1
0,1064,40.5454,,3,0.028756672999999996,7.35,7,2,1,,1
0,488,99.9384,,7,0.008849431,8.68,4,9,0,Medium,1
0,506,197.4452,,6,0.20294826800000001,20.85,3,0,2,,0
0,995,58.3562,,4,0.078454358,,0,4,0,Small,0
0,308,56.8904,,1,0.107816091,15.85,5,7,1,,1
0,1158,229.601,,5,0.035465802000000005,12.65,4,9,0,Medium,1
1,264,76.5644,,3,0.049635605,19.35,2,8,0,Small,1
1,728,95.0436,,0,0.11434852300000001,20.7,5,7,1,,1
1,148,51.56399999999999,,6,0.042195095999999994,14.0,7,2,1,,1
0,498,113.88600000000001,,4,0.117578079,,0,4,0,Small,0
0,610,241.7854,,0,0.045240103,15.6,7,2,1,,1
0,768,79.7986,,11,0.072839052,17.25,2,8,0,Small,1
1,1003,117.0466,,7,0.12093225099999999,,0,5,2,Medium,3
0,1307,94.5778,,3,0.023433422000000002,20.6,1,1,2,High,1
0,797,46.5086,,3,0.077168705,16.0,8,3,2,Medium,2
0,186,178.237,,5,0.079064574,10.3,8,3,2,Medium,2
1,1181,81.7618,,7,0.008079833,9.1,7,2,1,,1
1,999,124.5704,,0,0.037758036,4.805,4,9,0,Medium,1
0,1448,48.4692,,3,0.171654513,14.65,4,9,0,Medium,1
1,718,89.4172,,11,0.014733108,13.8,2,8,0,Small,1
0,256,96.0094,,4,0.0,8.695,3,0,2,,0
0,757,219.7482,,0,0.060802383,20.25,3,0,2,,0
1,1007,248.6092,,3,0.022004053,12.6,4,9,0,Medium,1
0,1142,144.5444,,1,0.052143322,,0,4,0,Small,0
0,291,129.5994,,9,0.019416374,18.0,4,9,0,Medium,1
1,520,40.448,,11,0.134298156,8.1,6,6,1,Small,1
0,1148,174.437,,3,0.057193256,5.735,8,3,2,Medium,2
0,1520,62.6168,,9,0.0,19.35,6,6,1,Small,1
0,1511,182.1608,,9,0.175151361,16.2,6,6,1,Small,1
0,64,173.9738,,2,0.033155576,19.35,5,7,1,,1
0,1273,119.8124,,7,0.125156,18.0,7,2,1,,1
1,1308,56.9588,,6,0.010956306,6.63,4,9,0,Medium,1
1,429,87.5856,,7,0.166159652,16.0,3,0,2,,0
1,998,161.9236,,7,0.137924102,8.895,5,7,1,,1
1,316,56.0956,,6,0.11146995900000001,7.71,3,0,2,,0
1,792,98.3068,,5,0.09405464,16.5,5,7,1,,1
0,341,34.819,,3,0.16240296,18.2,7,2,1,,1
1,544,220.0114,,6,0.030461721,9.695,7,2,1,,1
0,268,252.1382,,10,0.235341126,15.75,3,0,2,,0
0,1131,145.8102,,1,0.024362196000000003,5.78,3,0,2,,0
0,584,146.17600000000002,,0,0.065170902,16.1,6,6,1,Small,1
1,1198,87.954,,11,0.030668817999999997,19.5,1,1,2,High,1
0,441,256.9646,,7,0.065722924,5.695,5,7,1,,1
1,843,173.608,,3,0.14504086,7.59,2,8,0,Small,1
0,522,125.2678,,4,0.039347842,20.35,5,7,1,,1
0,105,234.43,,0,0.079968115,13.3,5,7,1,,1
0,183,108.32799999999999,,9,0.051997608,18.75,1,1,2,High,1
0,1402,140.8154,,9,0.014968132,20.1,5,7,1,,1
0,1387,85.8856,,0,0.044281997000000003,,0,5,2,Medium,3
0,195,161.4552,,4,0.083830905,14.65,7,2,1,,1
0,737,55.4272,,0,0.038486905,11.6,1,1,2,High,1
0,1506,153.4998,,1,0.024821278,17.85,2,8,0,Small,1
0,833,74.138,,5,0.009402696,12.3,1,1,2,High,1
0,236,176.637,,8,0.0,8.895,6,6,1,Small,1
0,571,52.7324,,1,0.01459303,18.7,2,8,0,Small,1
0,1064,43.8454,,3,0.0,7.35,2,8,0,Small,1
0,1258,238.8906,,9,0.032941482,14.75,4,9,0,Medium,1
0,451,156.563,,7,0.0,7.56,3,0,2,,0
0,1089,206.9954,,4,0.010386567,18.75,5,7,1,,1
1,1461,120.3756,,0,0.047579697000000004,7.71,6,6,1,Small,1
1,368,240.6538,,13,0.017631222,10.195,2,8,0,Small,1
0,1209,85.7908,,11,0.010684957,11.1,8,3,2,Medium,2
0,1033,46.606,,3,0.20176529199999998,6.36,3,0,2,,0
0,865,153.3024,,1,0.061350284000000005,10.8,8,3,2,Medium,2
0,893,168.1474,,3,0.098402239,14.85,2,8,0,Small,1
0,422,153.2024,,9,0.056306994000000006,15.7,7,2,1,,1
0,391,132.5626,,9,0.0,18.85,5,7,1,,1
1,1057,53.2666,,7,0.046892427,,0,5,2,Medium,3
1,98,38.3822,,1,0.024954731,16.75,8,3,2,Medium,2
1,415,152.8366,,5,0.07926135299999999,6.135,1,1,2,High,1
0,1394,254.1014,,11,0.035325003,14.15,4,9,0,Medium,1
0,1056,97.3384,,9,0.077930971,7.27,3,0,2,,0
1,800,234.03,,8,0.056318568,13.85,2,8,0,Small,1
0,1381,152.8682,,2,0.046898544,17.85,7,2,1,,1
0,136,223.4404,,13,0.061095899,16.0,8,3,2,Medium,2
1,1039,156.1972,,11,0.056306024,,0,4,0,Small,0
0,842,114.5176,,6,0.085911519,,0,4,0,Small,0
1,664,110.7912,,7,0.049666358,13.6,4,9,0,Medium,1
0,1126,237.2248,,4,0.05932482099999999,15.1,2,8,0,Small,1
0,1201,129.0968,,4,0.061133888,15.25,1,1,2,High,1
0,608,85.8198,,1,0.027817961000000002,6.28,8,3,2,Medium,2
1,839,217.2482,,0,0.07407035099999999,7.855,5,7,1,,1
0,352,52.8956,,4,0.155687405,8.97,3,0,2,,0
1,264,80.2644,,3,0.049626219000000006,19.35,6,6,1,Small,1
0,1495,53.0298,,10,0.021121347000000002,,0,5,2,Medium,3
0,10,45.5402,,3,0.0,11.8,2,8,0,Small,1
1,863,170.9448,,3,0.059067021,14.5,8,3,2,Medium,2
1,1203,110.1544,,6,0.079675335,16.85,6,6,1,Small,1
0,1032,103.6306,,0,0.0,,0,5,2,Medium,3
0,347,165.021,,3,0.129241042,7.605,2,8,0,Small,1
0,686,47.2744,,0,0.0,11.15,3,0,2,,0
0,741,119.4124,,6,0.09367660400000001,12.35,8,3,2,Medium,2
1,996,222.0798,,11,0.133687996,11.0,8,3,2,Medium,2
0,1089,208.0954,,4,0.010424177,18.75,7,2,1,,1
0,903,38.1822,,7,0.106523384,,0,5,2,Medium,3
0,217,190.4846,,9,0.052160387999999995,18.85,5,7,1,,1
1,1121,263.1252,,3,0.038835464,5.785,5,7,1,,1
0,1282,147.6418,,4,0.014303066000000001,20.25,7,2,1,,1
0,623,238.3564,,6,0.038526684,13.35,2,8,0,Small,1
1,1480,240.2538,,0,0.157718931,17.75,7,2,1,,1
0,139,49.2692,,1,0.150539043,14.6,6,6,1,Small,1
0,204,123.7072,,11,0.050505213,,0,5,2,Medium,3
0,587,168.3474,,3,0.026160105,19.35,1,1,2,High,1
0,99,213.2902,,6,0.033861654,19.75,1,1,2,High,1
0,58,243.3144,,3,0.067733845,,0,4,0,Small,0
0,1407,114.3176,,4,0.039146163,16.25,2,8,0,Small,1
0,1534,104.4306,,4,0.11051342800000001,8.275,5,7,1,,1
0,409,245.74599999999998,,4,0.076554385,12.3,2,8,0,Small,1
1,1003,117.5466,,7,0.121419594,20.7,1,1,2,High,1
0,1362,40.548,,14,0.031332632,13.85,6,6,1,Small,1
0,1160,190.6872,,10,0.084679095,,0,5,2,Medium,3
0,1390,74.7012,,10,0.054109186,11.8,1,1,2,High,1
1,1350,147.6734,,2,0.09224886,15.35,3,0,2,,0
0,1465,121.0414,,4,0.029066785,7.725,6,6,1,Small,1
0,1417,75.2328,,4,0.037339897999999996,,0,4,0,Small,0
1,1524,116.2834,,11,0.169458887,,0,5,2,Medium,3
1,578,212.9586,,2,0.049666762999999996,14.3,6,6,1,Small,1
1,394,82.6592,,7,0.019106758,,0,5,2,Medium,3
0,1355,41.648,,6,0.039636104,18.85,6,6,1,Small,1
0,1289,106.7964,,4,0.040089313,19.6,3,0,2,,0
1,9,188.0214,,7,0.093840193,19.2,1,1,2,High,1
0,262,48.6034,,5,0.012076957,7.09,3,0,2,,0
1,499,43.8454,,5,0.12208166699999999,6.715,8,3,2,Medium,2
0,1510,154.563,,9,0.116910445,10.3,6,6,1,Small,1
1,593,55.2588,,7,0.144274551,,0,4,0,Small,0
0,254,148.2734,,3,0.049419707,18.2,5,7,1,,1
0,741,120.0124,,6,0.093296553,12.35,2,8,0,Small,1
1,1164,109.7228,,7,0.076717379,8.84,5,7,1,,1
1,1358,77.99600000000001,,3,0.048511068,6.76,3,0,2,,0
0,827,256.2646,,6,0.112693192,,0,4,0,Small,0
0,683,192.4478,,7,0.037615546,20.85,7,2,1,,1
0,1450,126.102,,5,0.026409147,18.7,8,3,2,Medium,2
1,662,59.2562,,6,0.061744052,,0,5,2,Medium,3
1,1399,47.8376,,0,0.048304782000000004,10.5,5,7,1,,1
0,1516,163.721,,4,0.034705807000000005,,0,5,2,Medium,3
0,580,192.8478,,4,0.0,11.3,4,9,0,Medium,1
1,1211,261.8278,,7,0.0,9.895,6,6,1,Small,1
0,1109,108.2596,,9,0.016132205,,0,5,2,Medium,3
0,730,168.7474,,3,0.025882559,16.25,7,2,1,,1
1,1441,191.882,,6,0.136402598,6.89,6,6,1,Small,1
1,592,38.2848,,6,0.045683383,10.1,6,6,1,Small,1
1,13,117.2782,,6,0.047353168,17.6,5,7,1,,1
1,169,166.0526,,3,0.053858987000000004,11.1,4,9,0,Medium,1
0,403,109.8228,,4,0.031549979,6.26,8,3,2,Medium,2
0,31,253.9672,,6,0.08925537300000001,18.7,6,6,1,Small,1
1,1449,206.5296,,5,0.039041114,8.895,2,8,0,Small,1
1,1499,89.0488,,7,0.011396037,6.115,5,7,1,,1
0,1049,211.127,,4,0.098540307,8.88,1,1,2,High,1
0,634,180.56599999999997,,5,0.130411797,19.7,3,0,2,,0
0,1394,255.6014,,11,0.03509937,,0,5,2,Medium,3
0,1323,186.1266,,11,0.284224541,20.7,3,0,2,,0
0,455,220.3456,,7,0.033913749,6.695,1,1,2,High,1
0,1009,92.4146,,4,0.12153927199999999,,0,4,0,Small,0
0,7,104.4622,,6,0.224269298,,0,4,0,Small,0
1,147,152.9656,,7,0.06052101,14.0,4,9,0,Medium,1
0,1130,119.744,,6,0.0,10.195,3,0,2,,0
0,671,118.244,,11,0.112131275,12.5,1,1,2,High,1
0,1188,121.0414,,12,0.04656414,15.0,8,3,2,Medium,2
0,399,139.4838,,9,0.045091342,15.0,8,3,2,Medium,2
0,440,193.9478,,8,0.08962427699999999,20.75,8,3,2,Medium,2
0,120,95.041,,7,0.011613156000000001,17.7,2,8,0,Small,1
0,608,88.5198,,1,0.046372660999999996,6.28,3,0,2,,0
0,1128,104.4622,,6,0.16145695,,0,5,2,Medium,3
0,1212,128.4336,,9,0.050052711,8.76,2,8,0,Small,1
0,363,149.3708,,5,0.0,15.15,4,9,0,Medium,1
1,605,72.1038,,2,0.008583918000000001,16.75,5,7,1,,1
0,1412,45.7718,,4,0.080226072,9.1,1,1,2,High,1
1,1198,85.454,,11,0.030545722,,0,5,2,Medium,3
0,1398,115.0492,,3,0.022944687999999998,12.8,2,8,0,Small,1
0,207,78.4644,,11,0.138923761,,0,4,0,Small,0
0,814,85.3566,,0,0.057258817000000004,,0,5,2,Medium,3
1,529,102.09899999999999,,11,0.009077217,8.975,5,7,1,,1
0,297,75.767,,7,0.116891138,15.6,6,6,1,Small,1
0,1367,162.7526,,1,0.062241994,17.25,3,0,2,,0
0,364,236.8248,,4,0.011333911,10.5,8,3,2,Medium,2
0,438,84.9908,,14,0.040042881,9.395,5,7,1,,1
0,391,131.1626,,9,0.016173165,18.85,8,3,2,Medium,2
0,618,82.325,,0,0.0,7.02,6,6,1,Small,1
0,1193,114.5492,,11,0.032074998,7.655,8,3,2,Medium,2
1,656,96.7384,,5,0.106583703,,0,4,0,Small,0
0,871,235.9616,,4,0.148536185,20.25,8,3,2,Medium,2
0,713,62.6194,,2,0.032153714,13.35,1,1,2,High,1
0,1459,43.2086,,4,0.029643872,9.6,2,8,0,Small,1
0,1266,133.9942,,11,0.12249396800000001,15.7,2,8,0,Small,1
0,2,140.418,,2,0.0,17.5,2,8,0,Small,1
0,1454,228.201,,4,0.036506915,6.86,1,1,2,High,1
0,738,37.7822,,6,0.029739652000000002,16.75,2,8,0,Small,1
1,990,195.2768,,7,0.09870238,13.1,1,1,2,High,1
1,951,191.9504,,3,0.113123006,15.35,1,1,2,High,1
0,1234,190.1872,,10,0.041733666,18.35,4,9,0,Medium,1
1,286,151.2708,,0,0.0,11.15,6,6,1,Small,1
0,1286,89.5146,,1,0.129206196,6.96,3,0,2,,0
0,1479,145.7444,,3,0.055384947999999996,17.75,7,2,1,,1
1,895,81.6276,,3,0.040931994,17.7,2,8,0,Small,1
1,1135,201.0742,,11,0.05370465,5.405,4,9,0,Medium,1
1,826,139.9838,,3,0.299530629,,0,4,0,Small,0
1,416,184.9608,,6,0.0,9.5,5,7,1,,1
0,782,144.7444,,10,0.16219103699999998,,0,5,2,Medium,3
0,1336,134.4942,,9,0.021063527999999998,11.5,8,3,2,Medium,2
0,347,162.921,,3,0.129216604,7.605,6,6,1,Small,1
0,1518,165.0526,,4,0.015465765,12.1,5,7,1,,1
0,450,161.6894,,4,0.09162746699999999,5.825,4,9,0,Medium,1
0,1534,102.8306,,4,0.11028975699999999,8.275,2,8,0,Small,1
0,349,191.3504,,4,0.15579704,,0,4,0,Small,0
0,212,151.234,,11,0.027280495,7.55,8,3,2,Medium,2
0,805,154.9998,,6,0.11207101400000001,8.02,7,2,1,,1
0,125,159.49200000000002,,4,0.072782102,13.5,4,9,0,Medium,1
1,1413,49.5376,,2,0.171444454,18.6,6,6,1,Small,1
1,531,158.9578,,6,0.020904887,,0,5,2,Medium,3
0,1533,144.576,,9,0.02547263,7.685,6,6,1,Small,1
1,672,186.0582,,15,0.021555692,7.42,1,1,2,High,1
0,211,86.5198,,3,0.125976163,14.1,4,9,0,Medium,1
1,1502,195.611,,5,0.080721764,19.7,6,6,1,Small,1
0,1371,53.7956,,5,0.113728834,14.1,8,3,2,Medium,2
0,1245,120.3124,,11,0.0,16.6,7,2,1,,1
0,1545,258.233,,2,0.08441738,15.2,7,2,1,,1
0,1382,197.6426,,0,0.092933158,,0,5,2,Medium,3
0,1530,144.6128,,1,0.065569288,8.67,5,7,1,,1
0,1105,123.5046,,4,0.11277876699999999,20.2,8,3,2,Medium,2
1,472,79.396,,11,0.050148322,10.3,4,9,0,Medium,1
1,343,37.0506,,7,0.04618367599999999,6.635,5,7,1,,1
0,871,234.1616,,4,0.147217192,,0,5,2,Medium,3
0,633,123.67299999999999,,9,0.05219943,17.0,6,6,1,Small,1
1,544,223.4114,,6,0.03026518,9.695,1,1,2,High,1
1,1174,112.1202,,11,0.114469755,15.7,1,1,2,High,1
0,289,165.0842,,2,0.032604886,16.35,5,7,1,,1
1,1176,79.6644,,5,0.051616858,9.195,2,8,0,Small,1
0,48,141.2812,,9,0.11867352699999999,,0,4,0,Small,0
0,1395,89.383,,6,0.0,15.35,5,7,1,,1
1,592,35.7848,,6,0.045784687000000004,10.1,5,7,1,,1
0,1394,256.4014,,11,0.05903503,14.15,3,0,2,,0
1,464,46.7744,,0,0.045977618,8.71,6,6,1,Small,1
1,1548,261.3936,,2,0.020946828,17.85,2,8,0,Small,1
1,348,87.3514,,3,0.142661865,18.0,6,6,1,Small,1
0,1272,223.7088,,6,0.11828638699999999,19.35,4,9,0,Medium,1
0,1377,166.0158,,1,0.0,,0,5,2,Medium,3
0,1327,188.1898,,1,0.051882002999999996,5.73,4,9,0,Medium,1
0,840,51.3008,,11,0.056206622000000005,,0,4,0,Small,0
0,947,196.111,,4,0.008751398,,0,5,2,Medium,3
0,846,114.786,,15,0.033996111,11.65,8,3,2,Medium,2
1,1316,86.5198,,11,0.019799238,8.1,4,9,0,Medium,1
0,919,223.7114,,0,0.055659189000000005,17.0,8,3,2,Medium,2
0,237,195.71099999999998,,4,0.090931104,16.35,8,3,2,Medium,2
0,30,94.5436,,9,0.080486221,18.6,6,6,1,Small,1
0,1168,178.33700000000002,,3,0.10671732199999999,9.8,2,8,0,Small,1
0,665,96.0726,,0,0.133421019,11.85,7,2,1,,1
0,294,159.6604,,5,0.09507889300000001,15.1,1,1,2,High,1
1,620,185.12400000000002,,11,0.032150627,5.46,1,1,2,High,1
0,1090,100.37,,11,0.063286094,16.2,8,3,2,Medium,2
1,437,197.6742,,3,0.043158104,11.35,2,8,0,Small,1
0,324,183.8292,,0,0.088166215,17.7,8,3,2,Medium,2
0,1411,142.2812,,1,0.09879993699999999,,0,4,0,Small,0
1,1198,86.454,,11,0.030867981,19.5,7,2,1,,1
0,114,228.7694,,6,0.039918581,11.65,2,8,0,Small,1
1,1421,248.6408,,2,0.015120568000000001,9.8,5,7,1,,1
0,580,192.2478,,4,0.0,11.3,3,0,2,,0
1,394,82.7592,,7,0.019238671000000002,20.5,5,7,1,,1
0,769,65.9826,,2,0.038050764,12.15,8,3,2,Medium,2
0,371,129.1336,,4,0.027041096,19.0,5,7,1,,1
0,1156,266.0884,,11,0.124699691,6.465,4,9,0,Medium,1
0,135,246.8802,,7,0.039287422999999995,18.6,6,6,1,Small,1
1,1334,121.0072,,5,0.053792757999999996,14.85,1,1,2,High,1
0,268,253.8382,,10,0.141176075,15.75,8,3,2,Medium,2
1,339,214.8218,,7,0.0,7.47,3,0,2,,0
1,945,90.9488,,3,0.081737302,12.5,6,6,1,Small,1
0,498,111.486,,4,0.067533904,17.1,7,2,1,,1
0,611,56.793,,9,0.09566912,,0,4,0,Small,0
0,44,149.8024,,9,0.0,19.6,1,1,2,High,1
0,1504,124.8362,,4,0.22103705,,0,4,0,Small,0
1,175,165.6526,,3,0.0,11.85,6,6,1,Small,1
